## Sun Jul 11 04:36:26 2021
## emapper-2.1.4-2
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --data_dir /dev/shm/ -o out --output_dir /data/shared/emapper_jobs/user_data/MM_jkofz70s --temp_dir /data/shared/emapper_jobs/user_data/MM_jkofz70s --override -m diamond -i /data/shared/emapper_jobs/user_data/MM_jkofz70s/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
USA300HOU_RS00005	525378.HMPREF0793_1044	1.2e-220	772.3	COG0593@1|root,COG0593@2|Bacteria,1TPV7@1239|Firmicutes,4H9MW@91061|Bacilli,4GXGA@90964|Staphylococcaceae	91061|Bacilli	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	dnaA	GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0034641,GO:0034645,GO:0042802,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901576,GO:1990837	-	ko:K02313	ko02020,ko04112,map02020,map04112	-	-	-	ko00000,ko00001,ko03032,ko03036	-	-	-	Bac_DnaA,Bac_DnaA_C,DnaA_N
USA300HOU_RS11840	525378.HMPREF0793_0292	2e-81	308.5	COG1302@1|root,COG1302@2|Bacteria,1VQNQ@1239|Firmicutes,4IRTH@91061|Bacilli,4GYDA@90964|Staphylococcaceae	91061|Bacilli	S	Protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-
USA300HOU_RS11845	1280.SAXN108_2437	2.2e-290	1004.2	COG1292@1|root,COG1292@2|Bacteria,1TRS6@1239|Firmicutes,4HA7U@91061|Bacilli,4GX0N@90964|Staphylococcaceae	91061|Bacilli	U	Belongs to the BCCT transporter (TC 2.A.15) family	opuD	GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0015695,GO:0015696,GO:0015697,GO:0015838,GO:0016020,GO:0031460,GO:0044464,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944,GO:0072337	-	ko:K05020	-	-	-	-	ko00000,ko02000	2.A.15.1.1,2.A.15.1.11	-	iYO844.BSU30070	BCCT
USA300HOU_RS11850	279808.SH0852	1.2e-132	479.6	COG0604@1|root,COG0604@2|Bacteria,1TRNC@1239|Firmicutes,4HATC@91061|Bacilli,4GXPN@90964|Staphylococcaceae	91061|Bacilli	C	Belongs to the zinc-containing alcohol dehydrogenase family. Quinone oxidoreductase subfamily	qor	-	1.1.1.1,1.6.5.5	ko:K00001,ko:K00344	ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220	-	R00623,R00754,R02124,R04805,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310	RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273	ko00000,ko00001,ko01000	-	-	-	ADH_N,ADH_zinc_N,ADH_zinc_N_2
USA300HOU_RS11855	1280.SAXN108_2440	3.5e-188	664.1	COG2130@1|root,COG2130@2|Bacteria,1TQUE@1239|Firmicutes,4HCHY@91061|Bacilli,4GY9X@90964|Staphylococcaceae	91061|Bacilli	S	N-terminal domain of oxidoreductase	yfmJ	-	1.6.5.5	ko:K00344,ko:K07119	-	-	-	-	ko00000,ko01000	-	-	-	ADH_N_2,ADH_zinc_N
USA300HOU_RS11860	1280.SAXN108_2441	4.1e-156	557.4	COG4814@1|root,COG4814@2|Bacteria,1V3WN@1239|Firmicutes,4IRX8@91061|Bacilli,4GXQK@90964|Staphylococcaceae	91061|Bacilli	S	Alpha/beta hydrolase of unknown function (DUF915)	-	-	-	-	-	-	-	-	-	-	-	-	DUF915
USA300HOU_RS11865	1280.SAXN108_2442	1.5e-285	988.0	COG2723@1|root,COG2723@2|Bacteria,1TP19@1239|Firmicutes,4H9KU@91061|Bacilli,4H1DW@90964|Staphylococcaceae	91061|Bacilli	G	Belongs to the glycosyl hydrolase 1 family	lacG	GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0008150,GO:0008152,GO:0008422,GO:0015926,GO:0016787,GO:0016798,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901135,GO:1901657	3.2.1.21,3.2.1.85	ko:K01220,ko:K05350	ko00052,ko00460,ko00500,ko00940,ko01100,ko01110,map00052,map00460,map00500,map00940,map01100,map01110	-	R00026,R02558,R02887,R02985,R03256,R03527,R04949,R04998,R10035,R10039,R10040	RC00049,RC00059,RC00171,RC00262,RC00397,RC00451,RC00714,RC00746,RC01248	ko00000,ko00001,ko01000	-	-	-	Glyco_hydro_1
USA300HOU_RS11870	1280.SAXN108_2443	0.0	1099.3	COG1440@1|root,COG1455@1|root,COG1440@2|Bacteria,COG1455@2|Bacteria,1TQPV@1239|Firmicutes,4HC9I@91061|Bacilli,4GXR0@90964|Staphylococcaceae	91061|Bacilli	G	PTS system, lactose-specific	lacE	-	2.7.1.207	ko:K02787,ko:K02788	ko00052,ko01100,ko02060,map00052,map01100,map02060	M00281	R04393	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.3.1	-	-	PTS_EIIC,PTS_IIB
USA300HOU_RS11875	1280.SAXN108_2444	9.8e-49	199.1	COG1447@1|root,COG1447@2|Bacteria,1V87W@1239|Firmicutes,4HJSY@91061|Bacilli,4GZGT@90964|Staphylococcaceae	91061|Bacilli	G	PTS system, Lactose/Cellobiose specific IIA subunit	lacF	-	2.7.1.196,2.7.1.205,2.7.1.207	ko:K02759,ko:K02786	ko00052,ko00500,ko01100,ko02060,map00052,map00500,map01100,map02060	M00275,M00281	R04393,R11170,R11172	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.3.1,4.A.3.2	-	-	PTS_IIA
USA300HOU_RS11880	1280.SAXN108_2445	2.5e-183	647.9	COG3684@1|root,COG3684@2|Bacteria,1TQRR@1239|Firmicutes,4HBS9@91061|Bacilli,4GX3X@90964|Staphylococcaceae	91061|Bacilli	G	Belongs to the aldolase LacD family	lacD	GO:0003674,GO:0003824,GO:0006082,GO:0006790,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016054,GO:0016829,GO:0016830,GO:0016832,GO:0044237,GO:0044248,GO:0044273,GO:0044281,GO:0044282,GO:0061595,GO:0071704,GO:1901135,GO:1901136,GO:1901575,GO:1902776,GO:1902777	4.1.2.40	ko:K01635	ko00052,ko01100,ko02024,map00052,map01100,map02024	-	R01069	RC00438,RC00439	ko00000,ko00001,ko01000	-	-	-	DeoC
USA300HOU_RS11885	1280.SAXN108_2446	2.1e-171	608.2	COG1105@1|root,COG1105@2|Bacteria,1TR9H@1239|Firmicutes,4HAGR@91061|Bacilli,4GYCS@90964|Staphylococcaceae	91061|Bacilli	F	Belongs to the carbohydrate kinase PfkB family. LacC subfamily	lacC	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009024,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019200,GO:0044237,GO:0044238,GO:0044262,GO:0044424,GO:0044444,GO:0044464,GO:0046835,GO:0071704	2.7.1.144	ko:K00917	ko00052,ko01100,map00052,map01100	-	R03236	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	iSB619.SA_RS11485	PfkB
USA300HOU_RS15915	596319.STAWA0001_2135	4.7e-88	330.5	COG0698@1|root,COG0698@2|Bacteria,1U9Y4@1239|Firmicutes,4HE4C@91061|Bacilli,4GXHH@90964|Staphylococcaceae	91061|Bacilli	G	Galactose-6-phosphate isomerase subunit LacB	lacB	-	5.3.1.26	ko:K01819	ko00052,ko01100,map00052,map01100	-	R03240	RC00376	ko00000,ko00001,ko01000	-	-	-	LacAB_rpiB
USA300HOU_RS15920	1280.SAXN108_2448	1.8e-72	278.5	COG0698@1|root,COG0698@2|Bacteria,1V5VZ@1239|Firmicutes,4HJK6@91061|Bacilli,4H1PA@90964|Staphylococcaceae	91061|Bacilli	G	Ribose/Galactose Isomerase	lacA	-	5.3.1.26	ko:K01819	ko00052,ko01100,map00052,map01100	-	R03240	RC00376	ko00000,ko00001,ko01000	-	-	iSB619.SA_RS11495	LacAB_rpiB
USA300HOU_RS11900	1280.SAXN108_2449	1.3e-134	485.7	COG1349@1|root,COG1349@2|Bacteria,1UZ14@1239|Firmicutes,4HHYV@91061|Bacilli,4GXHS@90964|Staphylococcaceae	91061|Bacilli	K	Lactose phosphotransferase system repressor	lacR	GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141	-	ko:K02530	-	-	-	-	ko00000,ko03000	-	-	-	DeoRC,HTH_DeoR
USA300HOU_RS11905	1280.SAXN108_2450	7.1e-138	496.5	COG0846@1|root,COG0846@2|Bacteria,1TQKD@1239|Firmicutes,4HGHS@91061|Bacilli,4GXW5@90964|Staphylococcaceae	91061|Bacilli	K	NAD-dependent protein deacetylase which modulates the activities of several enzymes which are inactive in their acetylated form	cobB	-	-	ko:K12410	-	-	-	-	ko00000,ko01000	-	-	-	SIR2
USA300HOU_RS11915	1280.SAXN108_2451	2.3e-18	97.1	2CHEV@1|root,305FM@2|Bacteria,1TY54@1239|Firmicutes,4I78D@91061|Bacilli,4H05Y@90964|Staphylococcaceae	91061|Bacilli	S	Domain of unknown function (DUF3885)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3885
USA300HOU_RS11925	1280.SAXN108_2453	4e-153	547.4	COG0656@1|root,COG0656@2|Bacteria,1TPM1@1239|Firmicutes,4H9XJ@91061|Bacilli,4H1GQ@90964|Staphylococcaceae	91061|Bacilli	S	Aldo/keto reductase family	-	-	1.1.1.346	ko:K06221	-	-	R08878	RC00089	ko00000,ko01000	-	-	-	Aldo_ket_red
USA300HOU_RS11930	596319.STAWA0001_0515	1.9e-47	195.3	COG0789@1|root,COG0789@2|Bacteria,1V4YT@1239|Firmicutes,4HI03@91061|Bacilli,4H00W@90964|Staphylococcaceae	91061|Bacilli	K	helix_turn_helix, mercury resistance	-	-	-	-	-	-	-	-	-	-	-	-	MerR,MerR-DNA-bind,MerR_1
USA300HOU_RS11940	1280.SAXN108_2455	0.0	1581.6	COG5492@1|root,COG5492@2|Bacteria,1TQ2K@1239|Firmicutes,4HBG8@91061|Bacilli,4H0JF@90964|Staphylococcaceae	91061|Bacilli	N	Polysaccharide lyase family 8, N terminal alpha-helical domain	hylB	GO:0005575,GO:0005576	4.2.2.1	ko:K01727	-	-	-	-	ko00000,ko01000	-	PL8	-	Big_2,FIVAR,Gram_pos_anchor,Lyase_8,Lyase_8_C,Lyase_8_N,YSIRK_signal
USA300HOU_RS11945	1280.SAXN108_2456	6.7e-164	583.2	COG0739@1|root,COG0739@2|Bacteria,1UXXU@1239|Firmicutes,4HDPH@91061|Bacilli,4GXZF@90964|Staphylococcaceae	91061|Bacilli	M	Peptidase family M23	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M23
USA300HOU_RS11950	1280.SAXN108_2457	3.5e-154	550.8	COG0561@1|root,COG0561@2|Bacteria,1VCM6@1239|Firmicutes,4HMMG@91061|Bacilli,4GWXP@90964|Staphylococcaceae	91061|Bacilli	S	hydrolase activity	-	-	3.1.3.92	ko:K18654	-	-	-	-	ko00000,ko01000	-	-	-	S6PP
USA300HOU_RS11960	1280.SAXN108_2459	7.5e-129	466.5	COG3527@1|root,COG3527@2|Bacteria,1V4AH@1239|Firmicutes,4HHNB@91061|Bacilli,4GXCF@90964|Staphylococcaceae	91061|Bacilli	Q	Alpha-acetolactate decarboxylase	budA	GO:0003674,GO:0003824,GO:0016829,GO:0016830,GO:0016831,GO:0047605	4.1.1.5	ko:K01575	ko00650,ko00660,map00650,map00660	-	R02948	RC00812	ko00000,ko00001,ko01000	-	-	-	AAL_decarboxy
USA300HOU_RS11965	1280.SAXN108_2460	0.0	1084.7	COG0028@1|root,COG0028@2|Bacteria,1TQE8@1239|Firmicutes,4HAV1@91061|Bacilli,4GX96@90964|Staphylococcaceae	91061|Bacilli	EH	Belongs to the TPP enzyme family	alsS	-	2.2.1.6	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	-	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
USA300HOU_RS11975	1194526.A284_09345	7.1e-15	85.9	29IK3@1|root,305HA@2|Bacteria,1TY7N@1239|Firmicutes,4I7B1@91061|Bacilli,4H09Q@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
USA300HOU_RS11980	1280.SAXN108_2461	6.3e-268	929.5	2DK0F@1|root,3081W@2|Bacteria,1VV6V@1239|Firmicutes,4HVT2@91061|Bacilli	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
USA300HOU_RS11985	1280.SAXN108_2462	1.4e-212	745.3	COG0542@1|root,COG0542@2|Bacteria,1UZ7G@1239|Firmicutes,4HJBJ@91061|Bacilli,4H0TV@90964|Staphylococcaceae	91061|Bacilli	O	AAA domain (Cdc48 subfamily)	-	-	-	-	-	-	-	-	-	-	-	-	AAA_2
USA300HOU_RS11990	1280.SAXN108_2463	3.4e-132	477.6	2B45D@1|root,31WVX@2|Bacteria,1TYHV@1239|Firmicutes,4I7N9@91061|Bacilli,4H11P@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
USA300HOU_RS11995	1280.SAXN108_2464	2.1e-48	198.0	COG0286@1|root,COG0286@2|Bacteria,1TRVD@1239|Firmicutes,4HB68@91061|Bacilli	91061|Bacilli	L	helicase	-	-	-	-	-	-	-	-	-	-	-	-	Helicase_C,Mrr_cat_2,N6_Mtase,ResIII
USA300HOU_RS12000	1280.SAXN108_2465	1.8e-209	734.9	COG0286@1|root,COG0286@2|Bacteria,1TRVD@1239|Firmicutes,4HB68@91061|Bacilli	91061|Bacilli	L	helicase	-	-	-	-	-	-	-	-	-	-	-	-	Helicase_C,Mrr_cat_2,N6_Mtase,ResIII
USA300HOU_RS12010	1280.SAXN108_2467	4.3e-65	253.8	COG0103@1|root,COG0103@2|Bacteria,1V3MQ@1239|Firmicutes,4HH3B@91061|Bacilli,4GYXS@90964|Staphylococcaceae	91061|Bacilli	J	Belongs to the universal ribosomal protein uS9 family	rpsI	GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02996	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S9
USA300HOU_RS12015	1280.SAXN108_2468	1.7e-78	298.5	COG0102@1|root,COG0102@2|Bacteria,1V3HX@1239|Firmicutes,4HG0I@91061|Bacilli,4GXM8@90964|Staphylococcaceae	91061|Bacilli	J	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly	rplM	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02871	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L13
USA300HOU_RS12020	1280.SAXN108_2469	7.2e-152	543.1	COG0101@1|root,COG0101@2|Bacteria,1TQUY@1239|Firmicutes,4HCFI@91061|Bacilli,4GXMW@90964|Staphylococcaceae	91061|Bacilli	J	Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs	truA	GO:0001522,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016853,GO:0016866,GO:0031119,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:1901360	5.4.99.12	ko:K06173	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	PseudoU_synth_1
USA300HOU_RS12025	1280.SAXN108_2470	6.6e-137	493.4	COG0619@1|root,COG0619@2|Bacteria,1TQ0E@1239|Firmicutes,4H9VT@91061|Bacilli,4GX80@90964|Staphylococcaceae	91061|Bacilli	P	Transmembrane (T) component of an energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates	ecfT	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006855,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015238,GO:0015711,GO:0015893,GO:0016020,GO:0022857,GO:0032217,GO:0032218,GO:0034220,GO:0035461,GO:0042221,GO:0042493,GO:0044464,GO:0050896,GO:0051179,GO:0051180,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0090482,GO:0098656	-	ko:K16785	ko02010,map02010	M00582	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	-	CbiQ
USA300HOU_RS12030	1280.SAXN108_2471	1.3e-159	568.9	COG1122@1|root,COG1122@2|Bacteria,1TPH8@1239|Firmicutes,4HA7T@91061|Bacilli,4GX3Y@90964|Staphylococcaceae	91061|Bacilli	P	ATP-binding (A) component of a common energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates	ecfA2	-	-	ko:K16787	ko02010,map02010	M00582	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	-	ABC_tran
USA300HOU_RS12035	1280.SAXN108_2472	3.7e-148	530.8	COG1122@1|root,COG1122@2|Bacteria,1TPH8@1239|Firmicutes,4H9R8@91061|Bacilli,4GX5B@90964|Staphylococcaceae	91061|Bacilli	P	ATP-binding (A) component of a common energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates	ecfA1	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006855,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015238,GO:0015711,GO:0015893,GO:0016020,GO:0022857,GO:0032217,GO:0032218,GO:0034220,GO:0035461,GO:0042221,GO:0042493,GO:0044464,GO:0050896,GO:0051179,GO:0051180,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0090482,GO:0098656	-	ko:K16786	ko02010,map02010	M00582	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	-	ABC_tran
USA300HOU_RS12040	1280.SAXN108_2473	6.2e-58	229.9	COG0203@1|root,COG0203@2|Bacteria,1V6JQ@1239|Firmicutes,4HGX2@91061|Bacilli,4GZ3N@90964|Staphylococcaceae	91061|Bacilli	J	Ribosomal protein L17	rplQ	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904	-	ko:K02879	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L17
USA300HOU_RS12045	1280.SAXN108_2474	1.2e-166	592.4	COG0202@1|root,COG0202@2|Bacteria,1TPR8@1239|Firmicutes,4H9R1@91061|Bacilli,4GXAR@90964|Staphylococcaceae	91061|Bacilli	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoA	GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006354,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576	2.7.7.6	ko:K03040	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L
USA300HOU_RS12050	1034809.SLUG_07940	3.9e-63	247.3	COG0100@1|root,COG0100@2|Bacteria,1V3IK@1239|Firmicutes,4HH2T@91061|Bacilli,4GYX3@90964|Staphylococcaceae	91061|Bacilli	J	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome	rpsK	GO:0000028,GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0016070,GO:0016072,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0048027,GO:0065003,GO:0070181,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02948	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S11
USA300HOU_RS12055	1280.SAXN108_2476	2.3e-57	228.0	COG0099@1|root,COG0099@2|Bacteria,1V3JH@1239|Firmicutes,4HGX6@91061|Bacilli,4GZ3S@90964|Staphylococcaceae	91061|Bacilli	J	Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits	rpsM	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022613,GO:0032991,GO:0034641,GO:0034645,GO:0042254,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02952	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S13
USA300HOU_RS12060	1194526.A284_03430	9.1e-13	78.2	COG0257@1|root,COG0257@2|Bacteria,1VK4F@1239|Firmicutes,4HR2X@91061|Bacilli,4H05C@90964|Staphylococcaceae	91061|Bacilli	J	Belongs to the bacterial ribosomal protein bL36 family	rpmJ	-	-	ko:K02919	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L36
