,gene_weight,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon,regulator,iModulon,Locustag
22,0.0444484459722555,USA300HOU_RS07900,NC_010079.1,USA300HOU_1479,1600047,1600364,-,hypothetical protein,No COG annotation,A0A0H2XEB9,Op963,Genomic Island 6,SigB,USA300HOU_RS07900
23,0.1547194473627739,USA300HOU_RS08645,NC_010079.1,USA300HOU_1624,1733051,1733197,-,hypothetical protein,No COG annotation,A0A0E1VJ94,Op1040,,SigB,USA300HOU_RS08645
24,0.1569802241976782,USA300HOU_RS08650,NC_010079.1,USA300HOU_1625,1733237,1733419,-,CsbD family protein,Function unknown,A0A0E7DY39,Op1040,,SigB,USA300HOU_RS08650
25,0.0473790970105558,USA300HOU_RS09680,NC_010079.1,USA300HOU_1810,1947876,1948568,-,lantibiotic protection ABC transporter ATP-binding subunit,Defense mechanisms,A0A0D3Q8P4,Op1181,,SigB,USA300HOU_RS09680
26,0.0652757082813936,USA300HOU_RS10175,NC_010079.1,USA300HOU_1870,2019259,2019774,-,type 1 glutamine amidotransferase,Function unknown,A0A0E0VQB7,Op1221,WalR,SigB,USA300HOU_RS10175
27,0.0853679789696624,USA300HOU_RS10215,NC_010079.1,USA300HOU_1879,2024951,2026168,+,YihY/virulence factor BrkB family protein,Function unknown,A0A0E1VPG2,Op1227,SigB,SigB,USA300HOU_RS10215
28,-0.0503446722893325,USA300HOU_RS15450,NC_010079.1,USA300HOU_1953,2090978,2091154,-,putative holin-like toxin,No COG annotation,A0A2K4AK90,Op1278,,SigB,USA300HOU_RS15450
29,0.0815656838616749,USA300HOU_RS10880,NC_010079.1,USA300HOU_2014,2131933,2133156,+,ArgE/DapE family deacylase,Amino acid transport and metabolism,A0A0H2XKA6,Op1301,"WalR,Genomic Island 9",SigB,USA300HOU_RS10880
30,0.0480098271998341,USA300HOU_RS10905,NC_010079.1,USA300HOU_2020,2138275,2138652,-,hypothetical protein,No COG annotation,A0A2J9XFG4,Op1306,Genomic Island 9,SigB,USA300HOU_RS10905
31,0.1239119285953854,sigB,NC_010079.1,USA300HOU_2059,2185390,2186160,-,RNA polymerase sigma factor SigB,Transcription,A0A0H2WWM6,Op1332,,SigB,USA300HOU_RS11145
32,0.0442401238723727,rsbW,NC_010079.1,USA300HOU_2060,2186135,2186644,-,anti-sigma B factor RsbW,Signal transduction mechanisms,A0A2I6DFE8,Op1333,,SigB,USA300HOU_RS11150
33,0.0413710800767812,USA300HOU_RS11155,NC_010079.1,USA300HOU_2061,2186616,2186942,-,anti-sigma factor antagonist,Signal transduction mechanisms,A0A0E0VSI2,Op1334,,SigB,USA300HOU_RS11155
34,0.13199110045534,USA300HOU_RS11575,NC_010079.1,USA300HOU_2133,2261661,2262326,-,SDR family oxidoreductase,Carbohydrate transport and metabolism,A0A0D6HHY4,Op1379,WalR,SigB,USA300HOU_RS11575
35,0.0741781718378908,USA300HOU_RS11635,NC_010079.1,USA300HOU_2147,2274648,2276780,+,BglG family transcription antiterminator,Carbohydrate transport and metabolism,A0A0H2XI57,Op1389,MtlR,SigB,USA300HOU_RS11635
36,0.1015660407939443,USA300HOU_RS11640,NC_010079.1,USA300HOU_2148,2276792,2277226,+,PTS sugar transporter subunit IIA,Carbohydrate transport and metabolism,A0A0D1H8J5,Op1389,MtlR,SigB,USA300HOU_RS11640
37,0.092036890490393,USA300HOU_RS11645,NC_010079.1,USA300HOU_2149,2277226,2278332,+,mannitol-1-phosphate 5-dehydrogenase,Carbohydrate transport and metabolism,A0A0E7SGC4,Op1389,"MtlR,WalR",SigB,USA300HOU_RS11645
38,0.1763221868039049,USA300HOU_RS11830,NC_010079.1,USA300HOU_2175,2319463,2319972,-,Asp23/Gls24 family envelope stress response protein,Function unknown,A0A0E0VSE2,Op1409,,SigB,USA300HOU_RS11830
39,0.1769522511551361,USA300HOU_RS11835,NC_010079.1,USA300HOU_2176,2320035,2320274,-,DUF2273 domain-containing protein,Function unknown,A0A0E0VRA3,Op1410,,SigB,USA300HOU_RS11835
40,0.1768512468456912,amaP,NC_010079.1,USA300HOU_2177,2320287,2320823,-,alkaline shock response membrane anchor protein AmaP,Function unknown,A0A0E1VNJ7,Op1410,SigB,SigB,USA300HOU_RS11840
41,0.1280451507168329,USA300HOU_RS11845,NC_010079.1,USA300HOU_2178,2320998,2322560,-,BCCT family transporter,"Intracellular trafficking, secretion, and vesicular transport",A0A0D6H8B9,Op1411,WalR,SigB,USA300HOU_RS11845
42,0.1021630468561654,USA300HOU_RS11955,NC_010079.1,USA300HOU_2200,2342899,2343324,+,MAP domain-containing protein,No COG annotation,A0A0H2WXQ5,Op1427,,SigB,USA300HOU_RS11955
43,0.0835036998857545,USA300HOU_RS12445,NC_010079.1,USA300HOU_2281,2416169,2416411,-,hypothetical protein,No COG annotation,A0A0E1VQX9,Op1472,WalR,SigB,USA300HOU_RS12445
44,0.1007683092891017,USA300HOU_RS12600,NC_010079.1,USA300HOU_2308,2446128,2447009,-,SDR family oxidoreductase,Lipid transport and metabolism,A0A0D6H3B7,Op1499,,SigB,USA300HOU_RS12600
45,0.0537130923470446,USA300HOU_RS12885,NC_010079.1,,2503653,2504075,+,pyridoxamine 5'-phosphate oxidase family protein,Function unknown,A0A0E0VRU9,Op1542,,SigB,USA300HOU_RS12885
46,0.0873642077898285,fetB,NC_010079.1,USA300HOU_2443,2583970,2584746,-,iron export ABC transporter permease subunit FetB,Function unknown,A0A0D6GYF5,Op1599,WalR,SigB,USA300HOU_RS13305
47,0.0977901120315479,USA300HOU_RS13310,NC_010079.1,USA300HOU_2444,2584739,2585401,-,ATP-binding cassette domain-containing protein,Function unknown,A0A0D6GXG5,Op1599,WalR,SigB,USA300HOU_RS13310
48,0.0756850053671639,USA300HOU_RS13395,NC_010079.1,USA300HOU_2462,2601455,2601820,-,hypothetical protein,No COG annotation,A0A0D6GW42,Op1608,,SigB,USA300HOU_RS13395
49,0.120249085862767,USA300HOU_RS13400,NC_010079.1,,2602083,2602901,-,SDR family oxidoreductase,No COG annotation,,Op1609,CodY,SigB,USA300HOU_RS13400
50,0.1200668827335093,USA300HOU_RS13410,NC_010079.1,USA300HOU_2465,2604784,2605206,-,carboxymuconolactone decarboxylase family protein,Function unknown,A0A0E1VMV7,Op1611,"SigB,WalR",SigB,USA300HOU_RS13410
51,0.0772396911510594,USA300HOU_RS13595,NC_010079.1,USA300HOU_2497,2642154,2642570,-,DUF2188 domain-containing protein,No COG annotation,A0A0D3QB11,Op1637,VraS2,SigB,USA300HOU_RS13595
52,0.0484329305548124,USA300HOU_RS13740,NC_010079.1,,2668742,2668945,+,hypothetical protein,No COG annotation,A0A077UNB7,Op1657,WalR,SigB,USA300HOU_RS13740
53,-0.0449958167089109,cidA,NC_010079.1,USA300HOU_2533,2677257,2677652,-,holin-like murein hydrolase modulator CidA,Function unknown,A0A0E1VMQ1,Op1664,,SigB,USA300HOU_RS13780
54,-0.0488442848983065,USA300HOU_RS15925,NC_010079.1,USA300HOU_2537,2680480,2680614,-,hypothetical protein,No COG annotation,A0A0H2X3E9,Op1669,,SigB,USA300HOU_RS15925
55,0.0812465540159853,USA300HOU_RS13830,NC_010079.1,USA300HOU_2542,2685341,2687446,+,ATP-dependent Clp protease ATP-binding subunit,"PostXtranslational modification, protein turnover, and chaperones",A0A0D3QAW4,Op1674,WalR,SigB,USA300HOU_RS13830
56,0.0716825606855253,USA300HOU_RS13900,NC_010079.1,USA300HOU_2556,2702285,2703793,-,NAD(P)/FAD-dependent oxidoreductase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0D6GUT9,Op1685,,SigB,USA300HOU_RS13900
57,0.0738128187813967,USA300HOU_RS13905,NC_010079.1,USA300HOU_2557,2703805,2704668,-,phytoene/squalene synthase family protein,Lipid transport and metabolism,A0A1M4R6K2,Op1685,,SigB,USA300HOU_RS13905
58,0.0749024422932665,USA300HOU_RS13910,NC_010079.1,USA300HOU_2558,2704705,2705832,-,glycosyltransferase family 2 protein,Cell wall/membrane/envelope biogenesis,A0A0D6GUE2,Op1685,,SigB,USA300HOU_RS13910
59,0.0650225775055886,USA300HOU_RS13915,NC_010079.1,USA300HOU_2559,2705838,2707331,-,NAD(P)/FAD-dependent oxidoreductase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0D6GUN6,Op1685,WalR,SigB,USA300HOU_RS13915
60,0.0692099539727297,crtO,NC_010079.1,USA300HOU_2560,2707324,2707812,-,glycosyl-4%2C4'-diaponeurosporenoate acyltransferase,Cell wall/membrane/envelope biogenesis,A0A2Y9TTN6,Op1685,WalR,SigB,USA300HOU_RS13920
61,-0.0516719341413331,USA300HOU_RS15595,NC_010079.1,USA300HOU_2567,2715742,2716242,+,hypothetical protein,No COG annotation,A0A0H2WZG4,Op1693,,SigB,USA300HOU_RS15595
62,0.0590383370682928,USA300HOU_RS13995,NC_010079.1,USA300HOU_2574,2719859,2720869,+,amidohydrolase,Function unknown,A0A0D6HPN7,Op1697,WalR,SigB,USA300HOU_RS13995
63,0.0904181058779071,USA300HOU_RS14000,NC_010079.1,USA300HOU_2575,2720889,2721719,+,alpha/beta hydrolase,Function unknown,A0A5A8VPT7,Op1697,WalR,SigB,USA300HOU_RS14000
64,0.0847198673666281,USA300HOU_RS14035,NC_010079.1,USA300HOU_2582,2726915,2727781,-,fructosamine kinase family protein,Carbohydrate transport and metabolism,A0A0D3QB98,Op1701,WalR,SigB,USA300HOU_RS14035
65,0.0482901474443615,USA300HOU_RS14120,NC_010079.1,USA300HOU_2598,2742634,2743050,+,hypothetical protein,No COG annotation,A0A0D6WFJ6,Op1715,"CodY,WalR",SigB,USA300HOU_RS14120
66,0.0707022143556487,USA300HOU_RS14440,NC_010079.1,USA300HOU_2658,2820702,2821061,+,hypothetical protein,No COG annotation,A0A0E1VPM5,Op1763,WalR,SigB,USA300HOU_RS14440
67,0.0924623271148519,bstA,NC_010079.1,USA300HOU_2695,2852182,2852646,+,bacillithiol transferase BstA,Function unknown,A0A0H2WX97,Op1781,,SigB,USA300HOU_RS14615
68,0.0763511387755692,USA300HOU_RS14630,NC_010079.1,USA300HOU_2698,2855848,2856423,+,DNA-binding protein,Function unknown,A0A0D6GN06,Op1784,WalR,SigB,USA300HOU_RS14630
69,0.0663158250295635,USA300HOU_RS14645,NC_010079.1,USA300HOU_2702,2858775,2859287,-,HdeD family acid-resistance protein,Function unknown,A0A0D6GNV3,Op1787,SigB,SigB,USA300HOU_RS14645
0,0.0782953721163781,USA300HOU_RS00900,NC_010079.1,USA300HOU_0183,194986,195189,-,hypothetical protein,No COG annotation,A0A0E1VNQ4,Op119,WalR,Uncharacterized-6,USA300HOU_RS00900
1,0.0783149339594126,USA300HOU_RS15715,NC_010079.1,USA300HOU_0455,476794,476859,-,phenol-soluble modulin PSM-alpha-2,No COG annotation,UPI00015FD703,Op291,,Uncharacterized-6,USA300HOU_RS15715
2,0.0855728970521781,USA300HOU_RS02525,NC_010079.1,USA300HOU_0494,530166,530429,+,hypothetical protein,Function unknown,A0A077UKT2,Op318,,Uncharacterized-6,USA300HOU_RS02525
3,0.1117840027913236,USA300HOU_RS04870,NC_010079.1,USA300HOU_0940,984750,984935,-,YjzD family protein,Function unknown,A0A0E0VMH4,Op620,,Uncharacterized-6,USA300HOU_RS04870
4,0.1178749559123003,USA300HOU_RS05115,NC_010079.1,,1036303,1036448,+,putative holin-like toxin,No COG annotation,,Op649,,Uncharacterized-6,USA300HOU_RS05115
5,0.1261176533723816,USA300HOU_RS06150,NC_010079.1,,1236867,1237055,-,50S ribosomal protein L28,"Translation, ribosomal structure and biogenesis",A0A077URJ8,Op772,,Uncharacterized-6,USA300HOU_RS06150
6,0.1030268486574111,USA300HOU_RS06195,NC_010079.1,USA300HOU_1169,1245438,1245671,+,acyl carrier protein,Lipid transport and metabolism,A0A077UUW2,Op776,,Uncharacterized-6,USA300HOU_RS06195
7,0.0912068654829947,rpmG,NC_010079.1,USA300HOU_1278,1365552,1365701,+,50S ribosomal protein L33,"Translation, ribosomal structure and biogenesis",A0A077V2P0,Op848,Zur,Uncharacterized-6,USA300HOU_RS06790
8,0.0854488199412604,USA300HOU_RS07140,NC_010079.1,USA300HOU_1337,1439840,1440040,-,cold-shock protein,Transcription,A0A077VUP9,Op893,,Uncharacterized-6,USA300HOU_RS07140
9,0.0885468471615001,USA300HOU_RS07535,NC_010079.1,USA300HOU_1410,1542929,1543201,-,HU family DNA-binding protein,"Replication, recombination and repair",A0A0D1IX84,Op933,,Uncharacterized-6,USA300HOU_RS07535
10,0.0862954150049672,rpmG,NC_010079.1,USA300HOU_1553,1662068,1662217,-,50S ribosomal protein L33,"Translation, ribosomal structure and biogenesis",A0A077UXT4,Op1006,,Uncharacterized-6,USA300HOU_RS08280
11,0.109583131732375,USA300HOU_RS08400,NC_010079.1,USA300HOU_1576,1685208,1685384,-,30S ribosomal protein S21,"Translation, ribosomal structure and biogenesis",A0A077UHS1,Op1019,,Uncharacterized-6,USA300HOU_RS08400
12,0.0787151955095814,USA300HOU_RS08455,NC_010079.1,USA300HOU_1587,1697493,1697744,+,30S ribosomal protein S20,"Translation, ribosomal structure and biogenesis",A0A0E1VJ38,Op1025,,Uncharacterized-6,USA300HOU_RS08455
13,0.1009945562973929,USA300HOU_RS09705,NC_010079.1,USA300HOU_1815,1954803,1954946,-,gallidermin/nisin family lantibiotic,No COG annotation,A0A0D3Q8P9,Op1182,,Uncharacterized-6,USA300HOU_RS09705
14,0.0798722917770293,USA300HOU_RS09710,NC_010079.1,,1955683,1955826,-,gallidermin/nisin family lantibiotic,No COG annotation,A0A0G2LTE5,Op1183,,Uncharacterized-6,USA300HOU_RS09710
15,0.0772946705547995,USA300HOU_RS10120,NC_010079.1,,2008962,2009054,-,hypothetical protein,No COG annotation,A0A2C9TXI7,Op1214,,Uncharacterized-6,USA300HOU_RS10120
16,0.0819880390605309,USA300HOU_RS11595,NC_010079.1,USA300HOU_2138,2265637,2265741,-,hypothetical protein,No COG annotation,A0A2I7Y9L9,Op1382,,Uncharacterized-6,USA300HOU_RS11595
17,0.1121417586437338,USA300HOU_RS13670,NC_010079.1,,2657244,2657528,+,N-acetyltransferase,Function unknown,A0A0D3QB36,Op1647,,Uncharacterized-6,USA300HOU_RS13670
18,0.1215275058995212,USA300HOU_RS13790,NC_010079.1,USA300HOU_2535,2678910,2679128,+,hypothetical protein,Function unknown,A0A0E0VTF6,Op1666,,Uncharacterized-6,USA300HOU_RS13790
0,0.1172073558974881,ugpC,NC_010079.1,USA300HOU_0220,246056,247153,+,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,Inorganic ion transport and metabolism,A0A0D1IFP4,Op142,"MalR,CcpA",CcpA-2,USA300HOU_RS01090
1,0.1284685945203743,USA300HOU_RS01095,NC_010079.1,USA300HOU_0221,247166,248437,+,extracellular solute-binding protein,Carbohydrate transport and metabolism,A0A0E0VM32,Op142,"MalR,CcpA",CcpA-2,USA300HOU_RS01095
2,0.1216025758932766,USA300HOU_RS01100,NC_010079.1,USA300HOU_0222,248440,249708,+,sugar ABC transporter permease,Inorganic ion transport and metabolism,A0A0H2WXL8,Op142,"MalR,CcpA",CcpA-2,USA300HOU_RS01100
3,0.1138495248357722,USA300HOU_RS01105,NC_010079.1,USA300HOU_0223,249710,250549,+,sugar ABC transporter permease,Carbohydrate transport and metabolism,A0A0H2WXI5,Op142,"MalR,CcpA",CcpA-2,USA300HOU_RS01105
4,0.1086159504484927,USA300HOU_RS01110,NC_010079.1,USA300HOU_0224,250623,251699,+,Gfo/Idh/MocA family oxidoreductase,Function unknown,A0A0D6GIE2,Op143,"MalR,CcpA",CcpA-2,USA300HOU_RS01110
5,0.1011594306500233,USA300HOU_RS01115,NC_010079.1,USA300HOU_0225,251724,252764,+,Gfo/Idh/MocA family oxidoreductase,Function unknown,A0A0E0VKL4,Op143,"MalR,CcpA",CcpA-2,USA300HOU_RS01115
6,0.0886357467204826,USA300HOU_RS01120,NC_010079.1,USA300HOU_0226,252819,253787,+,sugar phosphate isomerase/epimerase,Carbohydrate transport and metabolism,A0A0H2WYI9,Op144,"MalR,CcpA",CcpA-2,USA300HOU_RS01120
7,-0.1206329737700365,USA300HOU_RS01655,NC_010079.1,USA300HOU_0331,361743,362861,+,winged helix-turn-helix transcriptional regulator,Carbohydrate transport and metabolism,A0A0H2WXK7,Op207,,CcpA-2,USA300HOU_RS01655
8,-0.114932973030713,USA300HOU_RS01660,NC_010079.1,USA300HOU_0332,362836,363759,+,pseudouridine-5'-phosphate glycosidase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0D6GDN4,Op208,CcpA,CcpA-2,USA300HOU_RS01660
9,-0.0932385219830557,USA300HOU_RS01670,NC_010079.1,USA300HOU_0334,365095,366627,-,sodium:solute symporter,Amino acid transport and metabolism,A0A0D3Q460,Op209,"CcpA,NanR",CcpA-2,USA300HOU_RS01670
10,-0.1122381748522304,USA300HOU_RS01695,NC_010079.1,USA300HOU_0339,370579,371892,-,YjiH family protein,Function unknown,A0A0H2WY82,Op213,HutR,CcpA-2,USA300HOU_RS01695
11,0.0907197275683696,USA300HOU_RS02380,NC_010079.1,USA300HOU_0473,501814,503277,+,glutamate synthase subunit beta,Energy production and conversion,A0A0H2XIU7,Op306,"GltC,CodY",CcpA-2,USA300HOU_RS02380
12,0.2115155813089165,treP,NC_010079.1,USA300HOU_0474,504109,505536,+,PTS system trehalose-specific EIIBC component,Carbohydrate transport and metabolism,A0A0D6G8E8,Op307,"TreR,CcpA",CcpA-2,USA300HOU_RS02390
13,0.1713879672068119,treC,NC_010079.1,USA300HOU_0475,505600,507240,+,alpha%2Calpha-phosphotrehalase,Carbohydrate transport and metabolism,A0A0E8IZU7,Op308,"TreR,CcpA",CcpA-2,USA300HOU_RS02395
14,0.1442556124783623,treR,NC_010079.1,,507265,507993,+,trehalose operon repressor,Transcription,A0A0D6W7D4,Op308,"TreR,CcpA",CcpA-2,USA300HOU_RS02400
15,-0.0982635539236451,USA300HOU_RS04380,NC_010079.1,USA300HOU_0841,890589,890702,+,hypothetical protein,No COG annotation,A0A0D6HYP4,Op561,,CcpA-2,USA300HOU_RS04380
16,-0.1473876193833651,gap,NC_010079.1,USA300HOU_1674,1788494,1789519,-,type I glyceraldehyde-3-phosphate dehydrogenase,Carbohydrate transport and metabolism,A0A0E1VIV1,Op1072,,CcpA-2,USA300HOU_RS08940
17,-0.0954325144717353,acsA,NC_010079.1,USA300HOU_1722,1849896,1851602,-,acetate--CoA ligase,Lipid transport and metabolism,A0A0D6HGM4,Op1112,"CodY,CcpA",CcpA-2,USA300HOU_RS09200
18,-0.0866146294665631,hutU,NC_010079.1,USA300HOU_2311,2449756,2451417,-,urocanate hydratase,Amino acid transport and metabolism,A0A0E1VQ99,Op1501,"HutR,CcpA",CcpA-2,USA300HOU_RS12615
19,0.1037298579499701,USA300HOU_RS12870,NC_010079.1,USA300HOU_2362,2497981,2499423,-,PTS sucrose transporter subunit IIBC,Carbohydrate transport and metabolism,A0A0D6H1J5,Op1539,"ScrR,CcpA",CcpA-2,USA300HOU_RS12870
20,0.1356267772319357,USA300HOU_RS13765,NC_010079.1,USA300HOU_2530,2672422,2674488,-,PTS transporter subunit EIIC,Carbohydrate transport and metabolism,A0A1Y1CAZ7,Op1662,,CcpA-2,USA300HOU_RS13765
0,0.1608083443122097,sbnA,NC_010079.1,USA300HOU_0127,134358,135338,+,2%2C3-diaminopropionate biosynthesis protein SbnA,Amino acid transport and metabolism,A0A0D1GZ52,Op91,Fur,Fur-2,USA300HOU_RS00605
1,0.1764515978397355,sbnB,NC_010079.1,USA300HOU_0128,135335,136345,+,N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase SbnB,Amino acid transport and metabolism,A0A0E0VL56,Op91,Fur,Fur-2,USA300HOU_RS00610
2,0.1640912522943852,sbnC,NC_010079.1,USA300HOU_0129,136366,138120,+,staphyloferrin B biosynthesis protein SbnC,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0H2X061,Op91,Fur,Fur-2,USA300HOU_RS00615
3,0.185149526891161,sbnD,NC_010079.1,USA300HOU_0130,138113,139369,+,staphyloferrin B export MFS transporter,Amino acid transport and metabolism,A0A0H2X147,Op91,Fur,Fur-2,USA300HOU_RS00620
4,0.1684902274272083,sbnE,NC_010079.1,USA300HOU_0131,139359,141095,+,L-2%2C3-diaminopropanoate--citrate ligase SbnE,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0H2WZX1,Op91,Fur,Fur-2,USA300HOU_RS00625
5,0.1322187403921339,sbnF,NC_010079.1,USA300HOU_0132,141004,142854,+,3-(L-alanin-3-ylcarbamoyl)-2-[(2-aminoethylcarbamoyl)methyl]-2-hydroxypropanoate synthase SbnF,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0H2XG97,Op92,Fur,Fur-2,USA300HOU_RS00630
6,0.1457496502268652,sbnG,NC_010079.1,USA300HOU_0133,142829,143605,+,staphyloferrin B biosynthesis citrate synthase SbnG,Carbohydrate transport and metabolism,A0A0E1VP58,Op93,Fur,Fur-2,USA300HOU_RS00635
7,0.1448955562240695,sbnH,NC_010079.1,USA300HOU_0134,143605,144807,+,staphyloferrin B biosynthesis decarboxylase SbnH,Amino acid transport and metabolism,A0A0H2X066,Op93,Fur,Fur-2,USA300HOU_RS00640
0,0.232537196921736,argH,NC_010079.1,USA300HOU_0919,956020,957399,-,argininosuccinate lyase,Amino acid transport and metabolism,A0A5A8VNJ0,Op606,"CodY,ArgR",ArgR,USA300HOU_RS04765
1,0.2483510533522983,USA300HOU_RS04770,NC_010079.1,USA300HOU_0920,957389,958594,-,argininosuccinate synthase,Amino acid transport and metabolism,A0A0D6WAS8,Op606,"CodY,ArgR",ArgR,USA300HOU_RS04770
2,0.2002806999179582,USA300HOU_RS09925,NC_010079.1,USA300HOU_1852,1990402,1991130,-,amino acid ABC transporter ATP-binding protein,Amino acid transport and metabolism,A0A0E1VQC4,Op1206,"CodY,ArgR",ArgR,USA300HOU_RS09925
3,0.206253319974551,USA300HOU_RS09930,NC_010079.1,USA300HOU_1853,1991117,1992574,-,ABC transporter permease subunit,Inorganic ion transport and metabolism,A0A0E1VGG0,Op1206,"CodY,ArgR,WalR",ArgR,USA300HOU_RS09930
4,0.1268204917415266,USA300HOU_RS11770,NC_010079.1,USA300HOU_2166,2306266,2307636,-,YjiH family protein,Function unknown,A0A0E1VY75,Op1403,,ArgR,USA300HOU_RS11770
5,-0.1253338064781581,nrdG,NC_010079.1,USA300HOU_2613,2756998,2757534,-,anaerobic ribonucleoside-triphosphate reductase activating protein,"PostXtranslational modification, protein turnover, and chaperones",A0A0D6GRR4,Op1730,NrdR,ArgR,USA300HOU_RS14195
0,0.0883243924386778,USA300HOU_RS14950,NC_010079.1,,95503,95757,+,NAD(P)/FAD-dependent oxidoreductase,Function unknown,A0A5A8VQC8,Op62,,SigS,USA300HOU_RS14950
1,0.0857833166297362,USA300HOU_RS14955,NC_010079.1,,96007,96696,+,NAD(P)/FAD-dependent oxidoreductase,Function unknown,A0A5A8VRH5,Op63,,SigS,USA300HOU_RS14955
2,0.0690261598004406,USA300HOU_RS00570,NC_010079.1,USA300HOU_0120,125453,125926,+,DUF1648 domain-containing protein,Function unknown,A0A0D6GLP7,Op86,WalR,SigS,USA300HOU_RS00570
3,0.063168650810054,sirC,NC_010079.1,USA300HOU_0124,131129,132127,-,staphyloferrin B ABC transporter permease subunit SirC,Inorganic ion transport and metabolism,A0A0H2X141,Op90,Fur,SigS,USA300HOU_RS00590
4,0.0793591782940391,USA300HOU_RS00895,NC_010079.1,USA300HOU_0182,193965,194924,+,cation transporter,Inorganic ion transport and metabolism,A0A0H2WY32,Op118,,SigS,USA300HOU_RS00895
5,0.0697567216462929,USA300HOU_RS00900,NC_010079.1,USA300HOU_0183,194986,195189,-,hypothetical protein,No COG annotation,A0A0E1VNQ4,Op119,WalR,SigS,USA300HOU_RS00900
6,0.0921273476599668,USA300HOU_RS02105,NC_010079.1,USA300HOU_0422,446332,447012,+,superantigen-like protein SSL1,Function unknown,A0A0D6GBL1,Op267,,SigS,USA300HOU_RS02105
7,0.0612675945571161,USA300HOU_RS03005,NC_010079.1,USA300HOU_0567,631876,633276,+,MFS transporter,Amino acid transport and metabolism,A0A0D6WGQ6,Op377,"VraS2,WalR",SigS,USA300HOU_RS03005
8,0.0679283028475584,USA300HOU_RS03300,NC_010079.1,USA300HOU_0627,682679,683269,-,hypothetical protein,No COG annotation,A0A0E1VRH3,Op419,,SigS,USA300HOU_RS03300
9,0.0720437874582273,USA300HOU_RS03670,NC_010079.1,USA300HOU_0701,752736,753035,+,hypothetical protein,No COG annotation,A0A0E1VU37,Op463,SigB,SigS,USA300HOU_RS03670
10,0.0625154603965785,USA300HOU_RS03690,NC_010079.1,USA300HOU_0705,754782,755465,-,hypothetical protein,No COG annotation,A0A0H2WY61,Op465,WalR,SigS,USA300HOU_RS03690
11,0.1209499371746846,USA300HOU_RS03920,NC_010079.1,USA300HOU_0749,802383,803300,-,diacylglycerol kinase family lipid kinase,Nucleotide transport and metabolism,A0A0D6G0I2,Op496,"SigB,WalR",SigS,USA300HOU_RS03920
12,0.0740254625680057,USA300HOU_RS04300,NC_010079.1,USA300HOU_0825,881902,882120,-,hypothetical protein,No COG annotation,A0A0H2WVI8,Op546,WalR,SigS,USA300HOU_RS04300
13,0.0812662392162074,USA300HOU_RS04305,NC_010079.1,USA300HOU_0826,882182,882466,-,hypothetical protein,No COG annotation,A0A0E1VTJ0,Op547,"SigB,VraR,WalR",SigS,USA300HOU_RS04305
14,0.0926425165773511,USA300HOU_RS04330,NC_010079.1,USA300HOU_0830,884329,884565,-,hypothetical protein,No COG annotation,A0A0E1VTJ5,Op551,,SigS,USA300HOU_RS04330
15,0.0939845234116667,USA300HOU_RS04350,NC_010079.1,USA300HOU_0835,887109,887531,-,organic hydroperoxide resistance protein,"PostXtranslational modification, protein turnover, and chaperones",A0A0H3K7N1,Op555,WalR,SigS,USA300HOU_RS04350
16,-0.0767960832911866,USA300HOU_RS05730,NC_010079.1,USA300HOU_1081,1156374,1156469,-,hypothetical protein,No COG annotation,A0A0E1VID0,Op725,WalR,SigS,USA300HOU_RS05730
17,-0.0670161717059275,pepA1,NC_010079.1,,1929867,1929962,+,type I toxin-antitoxin system Fst family toxin PepA1,No COG annotation,UPI0001D0CA73,Op1167,,SigS,USA300HOU_RS15780
18,0.0964222994604565,USA300HOU_RS09675,NC_010079.1,USA300HOU_1809,1947118,1947879,-,lantibiotic immunity ABC transporter MutE/EpiE family permease subunit,Function unknown,A0A0D3Q8J5,Op1181,,SigS,USA300HOU_RS09675
19,0.0979587442293261,USA300HOU_RS09680,NC_010079.1,USA300HOU_1810,1947876,1948568,-,lantibiotic protection ABC transporter ATP-binding subunit,Defense mechanisms,A0A0D3Q8P4,Op1181,,SigS,USA300HOU_RS09680
20,0.0676530826957106,USA300HOU_RS09685,NC_010079.1,USA300HOU_1811,1948591,1949964,-,S8 family serine peptidase,"PostXtranslational modification, protein turnover, and chaperones",A0A0D6HEZ2,Op1181,,SigS,USA300HOU_RS09685
21,0.0693250024707189,USA300HOU_RS10415,NC_010079.1,USA300HOU_1919,2064876,2065973,-,pectate lyase,Cell wall/membrane/envelope biogenesis,A0A0D6HB15,Op1251,,SigS,USA300HOU_RS10415
22,0.0694792815440772,USA300HOU_RS10905,NC_010079.1,USA300HOU_2020,2138275,2138652,-,hypothetical protein,No COG annotation,A0A2J9XFG4,Op1306,Genomic Island 9,SigS,USA300HOU_RS10905
